city,country,path,region,shapers,slug,title,description,name,role,hub,company
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,"Policy Analyst, Global Affairs Canada",Rasha Al-Katta,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Unit Leader,Lina Maria Alvarez Jaramillo,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Partnerships Manager,Kara Eusebio,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Co-Executive Director,Jillian Gedeon,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Founder,Maria Habanikova,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Senior Manager,Stephen Hampton,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Education and Communications Team,Mohammad Baies Haqani,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Founder and Chief Executive Officer @ Youth Building in Synergy to end Poverty,Leis-Bruel Haragirimana,None,ottawa-hub, Youth Building in Synergy to end Poverty
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Policy Leader (RPL),David Lawless,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Youth Adviser @ Canadian Commission for UNESCO,Betsy Leimbigler,None,ottawa-hub, Canadian Commission for UNESCO
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Graduate,Christine Martel Fleming,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Lead Storyteller @ KoMedia,Komal Minhas,None,ottawa-hub, KoMedia
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Policy Advisor @ Department of Environment and Climate Change Canada,Adam Moscoe,None,ottawa-hub, Department of Environment and Climate Change Canada
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Member of Alumni Association @ Columbia University,Fatima Muneer,None,ottawa-hub, Columbia University
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Program Management Officer,Ayah Nayfeh,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,"Curator, Ottawa Hub - Lawyer and Policy & Programming Officer",Robert Onley,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Communications Manager,Joanne Pitkin,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Consulting,Liora Raitblat,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Candidate for Masters in Environmental Studies,Arun Raj,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Legislative Speechwriter @ Department of Finance of Canada,Daniel Bezalel Richardsen,None,ottawa-hub, Department of Finance of Canada
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Analyst,Tasha Riddell,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,,Christian Patrick Robillard,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Entrepreneurial programs coordinator,Midia Shikh Hassan,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Co-Founder,Jessica Slade,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Executive Director @ Youth Climate Lab,Dominique Souris,None,ottawa-hub, Youth Climate Lab
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Juris Doctor/Master of Arts Dual-Degree Candidate,Ali Tejpar,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Senior Policy Advisor,Bryan Tomlinson,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Director of Policy,Kathleen Walsh,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Junior Advocacy Officer,Kamiliya Akkouche,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Policy Advisor,Andrew Blencowe,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Executive Advisor,Katie Boothby,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Policy Analyst,Yi Hsin Cathy Chen,None,ottawa-hub,
Ottawa,Canada,/hubs/ottawa-hub,North America,mohammad baies haqani yi hsin cathy chen kathleen walsh rashid timbilla christian patrick robillard joanne pitkin kara eusebio fatima muneer lina maria alvarez jaramillo leis-bruel haragirimana jessica slade liora raitblat ayah nayfeh christine martel fleming david lawless eliza ali kamiliya akkouche caitlin elizabeth tamara cote tolley midia shikh hassan arun raj tecla kalinda osman raza maria fleming olivia dorey yves dushimimana jillian gedeon fred ninh heruka kumararatne daniel bezalel richardsen bryan tomlinson stephen hampton ali tejpar tasha riddell matika lauzon rasha al-katta andrew blencowe adi rao broderick mcdonald maria habanikova betsy leimbigler robert onley mathieu fleury adam moscoe komal minhas scott gilmore tarun sikdar rahman dominique souris katie boothby,ottawa-hub,Ottawa Hub,Law School,Caitlin Elizabeth Tamara Cote Tolley,None,ottawa-hub,
