city,country,path,region,shapers,slug,title,description,name,role,hub,company
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,"Senior Adviser, Tax and Legal @ Deloitte",Liliane Boa,Curator,abidjan-hub, Deloitte
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Audiovisual Production Technician,Fofana Abdul Kader Ibrahim,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Doctor,KONAN Assiry Kouakou Hervé Benjamin,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Senior Consultante en Stratégie,Affouet Carole ATTOUNGBRE,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,CEO,David Olivier CAPO,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Lawyer @ ECACI,Thannan Kazana Coulibaly,None,abidjan-hub, ECACI
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Senior Consultant - Advisory Services,FRANCK STEPHANE DEDI,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Animation & Product Manager,ARNOLD GNAMA,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Consultant @ Deloitte,Franck Kie,None,abidjan-hub, Deloitte
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,President,Richard Ahedor Seshie,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Junior Juriste-Fiscaliste,DIPLO Andréa,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Consultant,Jacques CANGAH,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,CEO & Founder,Bibi Gnagno,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,FINANCIAL AUDITOR,OUATTARA KADY,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Account Manager,Fatim Keita,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Tax and Legal Officer,Christelle Kouadio,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,"consultant, HR Assistant, In charge of the administration and the s...",AMANI YACOU HABIB KOUAME,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Analyst,Rita Oulai,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Juriste collaboratrice,Leslie Sibailly,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Business professor,Tchonte Pitin Mireille Silue,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Part-time professor of business,Tchonté Silué,None,abidjan-hub,
Abidjan,Côte d'Ivoire,/hubs/abidjan-hub,Sub-saharan Africa,richard ahedor seshie tchonte pitin mireille silue arnold gnama leslie sibailly tchonté silué ouattara kady affouet carole attoungbre franck stephane dedi fatim keita diplo andréa konan assiry kouakou hervé benjamin amani yacou habib kouame rita oulai david olivier capo fofana abdul kader ibrahim christelle kouadio jacques cangah liliane boa bibi gnagno marc wabi thannan kazana coulibaly franck kie,abidjan-hub,Abidjan Hub,Vice-President @ The Chamber of Commerce and Industry of Côte d'Ivoire,Marc Wabi,Founding Curator,abidjan-hub, The Chamber of Commerce and Industry of Côte d'Ivoire
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Associate @ Cleary Gottlieb Steen & Hamilton LLP,Lynn Ammar,Curator,abu-dhabi-hub, Cleary Gottlieb Steen & Hamilton LLP
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Founder,Charif Hamidi,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Head of Content @ Haykal Media,Dia Haykal,None,abu-dhabi-hub, Haykal Media
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Wedding Photographer,Nabeela Huda,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Humanitarian Affairs Officer,Anna Gesine Kneifel,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Employer Services Specialist,Ashique Rafi,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Project Manager,Roula Rbeiz,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Senior Associate @ Mara Sokoni,Lucila Takjerad,None,abu-dhabi-hub, Mara Sokoni
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Global Communications Officer,Noora Abul,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Tourism Investment Promotion Manager,Omar Al Busaidy,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Engineer,Mohamed Al Sharhan,None,abu-dhabi-hub,
Abu Dhabi,United Arab Emirates,/hubs/abu-dhabi-hub,Middle East,charif hamidi nabeela huda noora abul anna gesine kneifel omar al busaidy dia haykal nader taha mohamed al sharhan roula rbeiz ashique rafi lynn ammar lucila takjerad,abu-dhabi-hub,Abu Dhabi Hub,Vice President,Nader Taha,None,abu-dhabi-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Chief Executive Officer @ Decy-4 Technologies Limited,Andrew Agbo-Madaki,Curator,abuja-hub, Decy-4 Technologies Limited
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder @ The Young Business Agency,Olajumoke Adekeye,None,abuja-hub, The Young Business Agency
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder and Chief Executive Officer @ Fresh Direct Produce and Agro-Allied Services,Oluwayimika Angel Adelaja,None,abuja-hub, Fresh Direct Produce and Agro-Allied Services
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Lead Strategist @ CC Consulting Services Limited,Chioma Agwuegbo,None,abuja-hub, CC Consulting Services Limited
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,"Manager, Digital Business Development",Blessing Ajimoti,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,"Manager, Partnerships (ARC UNWFP) @ African Risk Capacity",Amanda Archibong,None,abuja-hub, African Risk Capacity
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Senior Special Assistant on Sustainable Development Goals @ Office of the Executive Governor of Abia State,Chime Asonye,None,abuja-hub, Office of the Executive Governor of Abia State
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Technical Assistant to the Minister of Power @ Federal Ministry of Power of Nigeria,Joycee Awojoodu,None,abuja-hub, Federal Ministry of Power of Nigeria
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Software Developer @ Nigcomsat Ltd,Oluwaseun Daniel,None,abuja-hub, Nigcomsat Ltd
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,"Assistant Director, Fellow @ Council on African Security and Development (CASADE)",Okechukwu Effoduh,None,abuja-hub, Council on African Security and Development (CASADE)
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Founder,Chinenye Ezeakor,None,abuja-hub,
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Public Relations Consultant @ ESFAJ Consulting,Simi Fajemirokun,None,abuja-hub, ESFAJ Consulting
Abuja,Nigeria,/hubs/abuja-hub,Sub-saharan Africa,aliyu abubakar ejike ifeanyi otti mubarak damilare (emdee) tiamiyu adedayo koleowo crystal ikanih esther eme adetola 'tola onayemi chukwuma peter okoroafor anita okemini queen nwokonneya chiedozie nwafor ezra chinazo njoku blessing ajimoti aliyu abubakar umar mohammed abdulmalik mudi odibo chinenye ezeakor johannes wojuola maryam mshelia zainab rahima aminu folahanmi aina chime asonye chinemere okereke chioma agwuegbo kema ufelle-smith saadatu hamu aliyu dimgba kalu nnamdi ogbuagu andrew agbo-madaki doris oji olajumoke adekeye amanda archibong seye odukogbe oluwaseun daniel oluwayimika angel adelaja okechukwu effoduh bella anne ndubuisi japheth omojuwa simi fajemirokun joycee awojoodu,abuja-hub,Abuja Hub,Associate @ Solola & Akpana Barristers and Solicitors,Saadatu Hamu Aliyu,None,abuja-hub, Solola & Akpana Barristers and Solicitors
